date,country,icc,method,n_candidates,n_selected,n_icc_available,coverage_mktcap,status,source_file
2026-05-13,Cayman Islands,0.1332096145452597,ADR Top-10 ICC calculation,,10,5,0.9694457054562878,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Chile,0.1633993063344094,ADR Top-10 ICC calculation,,4,4,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,China,0.2191734171505799,ADR Top-10 ICC calculation,,10,7,0.7866411519052727,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-12,Colombia,0.1115959549589234,ADR Top-10 ICC calculation,,4,4,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_12.csv
2026-05-13,Cyprus,0.2053906957977747,Unavailable,,2,1,0.9683026635750156,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,Czech Republic,,Unavailable,2.0,2,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,Denmark,0.1850644700953867,Partial ADR estimate,,2,2,1.0,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,Egypt,,Unavailable,13.0,13,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Faroe Islands,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-12,Finland,0.0713811926636335,Partial ADR estimate,,2,2,1.0,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_12.csv
2026-05-13,France,0.061414968481575,Partial ADR estimate,,9,3,0.235170329132059,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Germany,0.1115552585545648,Unavailable,,9,1,0.0075451148974137,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Gibraltar,,Unavailable,,1,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Greece,0.121870765358332,Partial ADR estimate,,3,2,0.9586975945799135,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-12,Guernsey,0.0900799374185076,Partial ADR estimate,,2,2,1.0,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_12.csv
2026-05-13,Hong Kong,0.2079860086702968,ADR Top-10 ICC calculation,,10,4,0.5824627137305477,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,Hungary,,Unavailable,6.0,6,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Iceland,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,India,,Unavailable,,0,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Indonesia,,Unavailable,,1,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Ireland,0.0793136142356062,ADR Top-10 ICC calculation,,10,10,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-12,Isle of Man,,Unavailable,,1,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_12.csv
2026-05-13,Israel,0.0792201874433555,ADR Top-10 ICC calculation,,10,10,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Italy,,Unavailable,,2,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Japan,0.264816735191629,Partial ADR estimate,,10,2,0.5874030363598118,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Jersey,0.204274694418605,Unavailable,,2,1,0.1494568197261443,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Jordan,0.110752768134745,Unavailable,,1,1,1.0,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,Kazakhstan,,Unavailable,13.0,13,1,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Korea,,Unavailable,15.0,15,1,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Latvia,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Lebanon,,Unavailable,5.0,5,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Lithuania,,Unavailable,2.0,2,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,Luxembourg,0.1545785040044176,ADR Top-10 ICC calculation,,6,6,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Macau,,Unavailable,,1,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Malaysia,,Unavailable,,8,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Mexico,,Unavailable,,1,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-04,Monaco,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_04.csv
2026-05-07,Morocco,,Unavailable,2.0,2,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,Netherlands,0.0611513878733719,Partial ADR estimate,,8,3,0.6271008401205049,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,New Zealand,,Unavailable,20.0,20,1,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Nigeria,,Unavailable,2.0,2,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,Norway,0.1492374493879183,Unavailable,,1,1,1.0,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,Oman,,Unavailable,2.0,2,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Pakistan,,Unavailable,9.0,9,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-12,Panama,0.2025133102680946,Partial ADR estimate,,2,2,1.0,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_12.csv
2026-05-12,Peru,0.1123448159148852,Partial ADR estimate,,2,2,1.0,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_12.csv
2026-05-12,Philippines,0.1086729129238922,Partial ADR estimate,,2,2,1.0,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_12.csv
2026-05-07,Poland,,Unavailable,20.0,20,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Portugal,0.079156360279349,Partial ADR estimate,7.0,7,2,1.0,partial_adr_composite,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Qatar,,Unavailable,2.0,2,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Romania,,Unavailable,3.0,3,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Russia,,Unavailable,40.0,25,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,S. Africa,0.2486210887662408,ADR Top-10 ICC calculation,41.0,25,5,1.0,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,Singapore,0.1527955739618615,ADR Top-10 ICC calculation,,10,8,0.991544296350979,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,Slovenia,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,South Africa,0.1253639589878748,ADR Top-10 ICC calculation,,5,5,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,South Korea,0.1017287237394076,Unavailable,,2,1,0.5729866169565712,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Spain,0.1090036013638802,Partial ADR estimate,,5,3,0.9995972659968136,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Sweden,0.068676464610114,Partial ADR estimate,,6,2,0.8102658255816014,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Switzerland,0.1011940505673821,ADR Top-10 ICC calculation,,10,4,0.7854609316483502,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Taiwan,0.1597663093918294,Partial ADR estimate,,10,3,0.8701693158625747,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Thailand,0.4,Unavailable,,1,1,1.0,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Turkey,0.3551169404938482,Unavailable,,1,1,1.0,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,UAE,,Unavailable,1.0,1,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,UK,0.0680576678968657,ADR Top-10 ICC calculation,171.0,25,4,1.0,ok_adr_top_n,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-07,Ukraine,,Unavailable,5.0,5,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,United Arab Emirates,0.2721139828589992,Partial ADR estimate,,6,2,0.9814327534317836,partial_adr_estimate,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,United Kingdom,0.0578044122494494,ADR Top-10 ICC calculation,,10,8,0.9649246115443936,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,United States,0.0976485161885555,ADR Top-10 ICC calculation,,10,10,1.0,adr_top10_icc_calculation,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-13,Uruguay,0.0993207446923529,Unavailable,,1,1,1.0,too_few_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
2026-05-07,Venezuela,,Unavailable,3.0,3,0,,insufficient_adr_icc,data/derived/country_adr/202605/country_adr_icc_2026_0507.csv
2026-05-13,Vietnam,,Unavailable,,1,0,0.0,unavailable,data/derived/country_adr/202605/country_adr_icc_2026_05_13.csv
